Date,Price,Open,High,Low,Vol.,Change %,Year
2017-04-11,77.88,77.81,77.97,77.15,2.04M,-0.22%,2017
2017-04-10,78.05,77.51,78.65,77.5,2.50M,1.17%,2017
2017-04-07,77.15,76.96,77.66,76.53,2.48M,0.35%,2017
2017-04-06,76.88,77.59,77.65,76.65,3.32M,-0.89%,2017
2017-04-05,77.57,78.74,79.48,77.53,2.87M,-1.10%,2017
2017-04-04,78.43,78.5,78.55,77.67,1.37M,0.18%,2017
2017-04-03,78.29,79.09,79.22,78.0,1.71M,-1.17%,2017
2017-03-31,79.22,78.49,79.43,78.41,2.74M,0.80%,2017
2017-03-30,78.59,78.38,78.85,77.94,3.24M,0.34%,2017
2017-03-29,78.32,77.81,78.5,77.54,2.28M,0.51%,2017
2017-03-28,77.92,77.41,78.11,77.08,2.39M,0.87%,2017
2017-03-27,77.25,76.97,77.79,76.66,2.09M,-0.03%,2017
2017-03-24,77.27,78.42,78.67,77.12,2.36M,-1.54%,2017
2017-03-23,78.48,78.57,79.19,78.43,2.21M,-0.44%,2017
2017-03-22,78.83,78.3,78.94,77.84,3.03M,0.29%,2017
2017-03-21,78.6,79.49,79.78,78.26,4.63M,-1.02%,2017
2017-03-20,79.41,79.88,79.99,79.1,2.29M,-0.66%,2017
2017-03-17,79.94,79.86,80.09,79.63,2.80M,0.31%,2017
2017-03-16,79.69,80.06,80.1,79.42,2.47M,-0.57%,2017
2017-03-15,80.15,78.94,80.28,78.94,2.41M,2.09%,2017
2017-03-14,78.51,78.5,78.77,78.16,2.34M,-0.63%,2017
2017-03-13,79.01,78.91,79.49,78.71,2.18M,0.19%,2017
2017-03-10,78.86,77.18,78.98,76.59,5.04M,2.63%,2017
2017-03-09,76.84,77.02,77.4,76.28,2.68M,-0.53%,2017
2017-03-08,77.25,77.61,78.31,77.13,2.82M,-0.30%,2017
2017-03-07,77.48,78.61,78.81,77.39,2.68M,-1.58%,2017
2017-03-06,78.72,78.16,78.89,78.01,1.85M,0.49%,2017
2017-03-03,78.34,78.5,79.03,78.18,1.74M,0.01%,2017
2017-03-02,78.33,79.28,79.35,78.16,2.55M,-1.31%,2017
2017-03-01,79.37,78.91,80.03,78.88,3.20M,1.51%,2017
2017-02-28,78.19,78.78,79.14,78.11,3.24M,-0.85%,2017
2017-02-27,78.86,78.2,79.19,78.0,2.65M,1.06%,2017
2017-02-24,78.03,78.39,78.49,77.69,2.23M,-0.74%,2017
2017-02-23,78.61,79.0,79.35,78.36,1.87M,0.29%,2017
2017-02-22,78.38,79.0,79.0,78.22,2.02M,-0.82%,2017
2017-02-21,79.03,79.08,79.39,78.76,2.83M,0.47%,2017
2017-02-17,78.66,78.49,79.24,78.35,2.22M,0.20%,2017
2017-02-16,78.5,79.6,79.69,78.4,2.94M,-1.97%,2017
2017-02-15,80.08,79.73,80.39,79.66,2.27M,0.13%,2017
2017-02-14,79.98,79.98,80.1,79.15,2.54M,0.10%,2017
2017-02-13,79.9,79.86,80.12,79.57,2.11M,0.05%,2017
2017-02-10,79.86,79.42,79.98,79.38,2.03M,0.77%,2017
2017-02-09,79.25,79.4,79.63,78.98,2.60M,0.49%,2017
2017-02-08,78.86,78.25,79.02,77.81,3.04M,0.39%,2017
2017-02-07,78.55,79.1,79.14,77.81,3.26M,-0.75%,2017
2017-02-06,79.14,80.0,80.19,79.0,3.02M,-1.01%,2017
2017-02-03,79.95,80.5,81.2,78.82,3.67M,-1.36%,2017
2017-02-02,81.05,80.93,81.26,80.23,3.39M,0.37%,2017
2017-02-01,80.75,82.11,82.32,80.36,3.03M,-1.07%,2017
2017-01-31,81.62,82.0,82.37,81.15,2.74M,-0.86%,2017
2017-01-30,82.33,82.5,82.75,81.69,2.37M,-0.53%,2017
2017-01-27,82.77,84.01,84.35,82.5,2.10M,-1.75%,2017
2017-01-26,84.24,85.18,85.34,84.03,1.62M,-0.89%,2017
2017-01-25,85.0,84.71,85.29,84.47,1.71M,0.96%,2017
2017-01-24,84.19,82.64,84.45,82.55,2.40M,2.42%,2017
2017-01-23,82.2,83.28,83.37,82.02,2.03M,-1.01%,2017
2017-01-20,83.04,83.49,84.03,82.58,2.07M,0.06%,2017
2017-01-19,82.99,83.95,84.08,82.68,1.93M,-1.36%,2017
2017-01-18,84.13,83.52,84.51,83.5,1.97M,0.68%,2017
2017-01-17,83.56,83.21,84.65,83.08,2.38M,0.32%,2017
2017-01-13,83.29,84.06,84.16,83.06,2.24M,-1.24%,2017
2017-01-12,84.34,85.09,85.12,83.51,2.17M,-0.65%,2017
2017-01-11,84.89,83.91,85.6,83.8,3.54M,1.35%,2017
2017-01-10,83.76,84.0,85.18,83.59,3.70M,-0.31%,2017
2017-01-09,84.02,84.91,84.91,83.75,2.58M,-1.62%,2017
2017-01-06,85.4,86.78,86.97,85.28,1.99M,-1.54%,2017
2017-01-05,86.74,87.26,88.12,86.66,2.06M,-0.60%,2017
2017-01-04,87.26,87.17,88.26,87.08,2.31M,0.54%,2017
2017-01-03,86.79,87.31,87.92,86.65,2.26M,0.44%,2017
2016-12-30,86.41,86.65,87.05,86.01,1.37M,-0.28%,2016
2016-12-29,86.65,87.01,87.49,86.36,1.04M,-0.54%,2016
2016-12-28,87.12,87.73,87.96,87.03,1.36M,-0.71%,2016
2016-12-27,87.74,87.87,88.14,87.61,926.58K,0.02%,2016
2016-12-23,87.72,87.28,87.9,87.28,948.88K,0.18%,2016
2016-12-22,87.56,86.7,87.93,86.44,1.46M,0.90%,2016
2016-12-21,86.78,87.11,87.23,86.56,1.51M,-0.18%,2016
2016-12-20,86.94,87.38,87.49,86.67,1.48M,-0.26%,2016
2016-12-19,87.17,87.19,87.44,86.85,1.52M,-0.33%,2016
2016-12-16,87.46,86.8,87.56,86.54,2.30M,1.03%,2016
2016-12-15,86.57,86.12,87.09,85.93,2.13M,0.17%,2016
2016-12-14,86.42,87.65,88.06,86.35,2.67M,-1.98%,2016
2016-12-13,88.17,87.74,88.87,87.33,1.98M,1.00%,2016
2016-12-12,87.3,88.0,88.48,86.73,1.84M,0.16%,2016
2016-12-09,87.16,87.69,87.69,86.86,1.51M,-0.54%,2016
2016-12-08,87.63,87.06,87.97,86.92,2.24M,0.71%,2016
2016-12-07,87.01,85.08,87.1,84.94,2.69M,2.47%,2016
2016-12-06,84.91,85.13,85.43,84.56,2.56M,-0.62%,2016
2016-12-05,85.44,85.38,85.89,84.89,2.81M,0.66%,2016
2016-12-02,84.88,84.75,85.7,84.7,2.10M,-0.12%,2016
2016-12-01,84.98,83.92,85.8,83.6,3.54M,2.29%,2016
2016-11-30,83.08,83.1,83.81,82.33,5.00M,0.84%,2016
2016-11-29,82.39,83.36,83.5,82.3,2.15M,-2.02%,2016
2016-11-28,84.09,84.8,85.03,84.02,3.39M,-0.94%,2016
2016-11-25,84.89,84.82,84.92,84.51,972.15K,-0.20%,2016
2016-11-23,85.06,84.84,85.6,84.48,2.68M,0.21%,2016
2016-11-22,84.88,84.96,85.63,84.17,2.85M,0.02%,2016
2016-11-21,84.86,84.48,84.93,83.97,2.12M,1.46%,2016
2016-11-18,83.64,83.89,84.18,83.53,2.22M,-0.23%,2016
2016-11-17,83.83,83.72,84.61,83.3,2.29M,1.00%,2016
2016-11-16,83.0,83.65,83.82,82.78,1.60M,-0.84%,2016
2016-11-15,83.7,83.36,83.78,82.5,2.99M,0.41%,2016
2016-11-14,83.36,82.22,83.5,82.03,2.60M,1.39%,2016
