Date,Price,Open,High,Low,Vol.,Change %,Year
2017-03-07,49.51,51.15,51.26,49.25,3.78M,-2.98%,2017
2017-03-06,51.03,51.12,51.19,50.47,2.41M,0.00%,2017
2017-03-03,51.03,51.85,52.02,50.9,2.89M,-1.41%,2017
2017-03-02,51.76,51.25,52.2,51.23,3.66M,0.19%,2017
2017-03-01,51.66,51.9,52.3,51.28,5.23M,0.43%,2017
2017-02-28,51.44,52.29,52.31,51.31,4.38M,-2.37%,2017
2017-02-27,52.69,52.77,52.98,52.24,4.06M,0.38%,2017
2017-02-24,52.49,51.84,53.12,51.68,3.09M,-0.06%,2017
2017-02-23,52.52,52.57,53.34,51.89,5.02M,1.86%,2017
2017-02-22,51.56,52.27,52.61,51.53,2.94M,-2.39%,2017
2017-02-21,52.82,52.56,53.42,52.47,4.06M,2.07%,2017
2017-02-17,51.75,50.99,51.86,50.8,3.36M,0.88%,2017
2017-02-16,51.3,51.4,51.62,50.86,4.13M,0.49%,2017
2017-02-15,51.05,51.9,52.13,51.02,2.98M,-1.83%,2017
2017-02-14,52.0,52.12,52.25,51.4,2.85M,0.23%,2017
2017-02-13,51.88,52.17,52.29,51.72,3.60M,-1.20%,2017
2017-02-10,52.51,53.08,53.53,52.2,3.00M,0.36%,2017
2017-02-09,52.32,52.12,52.57,51.82,2.53M,1.51%,2017
2017-02-08,51.54,51.03,52.39,50.43,4.91M,0.06%,2017
2017-02-07,51.51,52.63,52.64,51.07,4.97M,-3.10%,2017
2017-02-06,53.16,54.39,54.48,52.66,3.32M,-2.12%,2017
2017-02-03,54.31,54.0,54.76,53.62,3.46M,0.65%,2017
2017-02-02,53.96,53.7,54.28,52.94,3.17M,0.84%,2017
2017-02-01,53.51,54.63,54.96,53.04,3.99M,-1.24%,2017
2017-01-31,54.18,53.9,54.21,53.13,4.16M,0.44%,2017
2017-01-30,53.94,54.72,54.83,53.0,5.82M,-1.69%,2017
2017-01-27,54.87,55.83,55.96,54.51,3.97M,-2.31%,2017
2017-01-26,56.17,56.38,57.04,55.74,3.91M,-0.51%,2017
2017-01-25,56.46,57.05,58.5,56.22,6.20M,-1.84%,2017
2017-01-24,57.52,57.72,58.03,56.65,4.02M,0.65%,2017
2017-01-23,57.15,57.47,57.96,56.69,3.03M,-1.43%,2017
2017-01-20,57.98,58.71,59.08,57.54,3.22M,0.45%,2017
2017-01-19,57.72,58.5,58.97,57.65,3.17M,-1.89%,2017
2017-01-18,58.83,58.69,59.42,58.39,2.62M,-0.79%,2017
2017-01-17,59.3,59.27,60.13,58.41,5.68M,0.70%,2017
2017-01-13,58.89,58.4,59.87,58.25,13.26M,0.07%,2017
2017-01-12,58.85,59.86,59.99,56.65,16.84M,-4.84%,2017
2017-01-11,61.84,61.75,62.24,60.79,2.09M,0.63%,2017
2017-01-10,61.45,60.82,62.0,60.5,2.24M,1.39%,2017
2017-01-09,60.61,61.33,61.58,60.57,2.49M,-2.08%,2017
2017-01-06,61.9,62.21,62.4,61.7,1.98M,-0.32%,2017
2017-01-05,62.1,62.11,62.47,60.94,3.80M,0.27%,2017
2017-01-04,61.93,62.84,63.05,60.88,5.01M,-1.42%,2017
2017-01-03,62.82,63.38,64.4,62.15,4.53M,0.85%,2017
2016-12-30,62.29,62.9,63.28,62.07,1.97M,-0.97%,2016
2016-12-29,62.9,63.61,63.75,62.42,1.44M,-0.91%,2016
2016-12-28,63.48,64.45,64.91,63.28,1.50M,-1.44%,2016
2016-12-27,64.41,64.14,64.85,63.66,1.83M,0.99%,2016
2016-12-23,63.78,63.38,64.19,63.09,2.24M,0.11%,2016
2016-12-22,63.71,63.58,63.77,62.88,1.81M,0.24%,2016
2016-12-21,63.56,63.97,64.49,63.51,2.25M,0.27%,2016
2016-12-20,63.39,63.63,64.39,63.12,2.43M,0.03%,2016
2016-12-19,63.37,62.25,63.66,61.61,2.86M,1.39%,2016
2016-12-16,62.5,62.98,63.11,62.05,3.91M,-0.29%,2016
2016-12-15,62.68,62.18,63.71,61.75,3.64M,-0.78%,2016
2016-12-14,63.17,64.19,65.01,62.8,6.07M,-3.02%,2016
2016-12-13,65.14,63.53,65.56,62.78,6.54M,3.56%,2016
2016-12-12,62.9,64.3,64.94,62.8,5.29M,0.22%,2016
2016-12-09,62.76,61.88,62.78,61.4,4.40M,1.77%,2016
2016-12-08,61.67,61.79,62.0,60.74,6.00M,1.18%,2016
2016-12-07,60.95,59.92,60.98,59.32,4.71M,1.91%,2016
2016-12-06,59.81,58.36,60.6,57.83,4.95M,1.37%,2016
2016-12-05,59.0,59.0,60.5,58.65,7.53M,1.86%,2016
2016-12-02,57.92,55.88,58.74,55.72,6.11M,3.23%,2016
2016-12-01,56.11,57.79,57.9,55.72,5.59M,0.27%,2016
2016-11-30,55.96,52.76,56.93,52.76,13.80M,14.09%,2016
2016-11-29,49.05,49.7,49.81,48.52,4.83M,-3.82%,2016
2016-11-28,51.0,53.11,53.39,50.86,3.12M,-3.28%,2016
2016-11-25,52.73,52.62,52.91,52.11,947.42K,-0.88%,2016
2016-11-23,53.2,51.97,53.54,51.6,2.35M,1.10%,2016
2016-11-22,52.62,53.35,53.94,51.34,2.65M,-0.36%,2016
2016-11-21,52.81,52.5,53.9,52.18,3.83M,3.61%,2016
2016-11-18,50.97,50.59,52.39,50.59,5.42M,0.93%,2016
2016-11-17,50.5,51.53,52.25,50.38,3.54M,-0.63%,2016
2016-11-16,50.82,50.33,51.39,49.71,3.35M,0.45%,2016
2016-11-15,50.59,48.73,50.78,48.68,6.94M,5.24%,2016
2016-11-14,48.07,47.13,48.26,46.61,6.88M,1.03%,2016
